Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2015M,NATVTY9,NATVTY,C,328,Dominica,NO,YES
AHS2015M,NATVTY9,NATVTY,C,329,Dominican Republic,NO,YES
AHS2015M,NATVTY9,NATVTY,C,330,Grenada,NO,YES
AHS2015M,NATVTY9,NATVTY,C,332,Haiti,NO,YES
AHS2015M,NATVTY9,NATVTY,C,333,Jamaica,NO,YES
AHS2015M,NATVTY9,NATVTY,C,338,St. Kitts--Nevis,NO,YES
AHS2015M,NATVTY9,NATVTY,C,339,St. Lucia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,340,St. Vincent and the Grenadines,NO,YES
AHS2015M,NATVTY9,NATVTY,C,341,Trinidad and Tobago,NO,YES
AHS2015M,NATVTY9,NATVTY,C,343,"West Indies, not specified",NO,YES
AHS2015M,NATVTY9,NATVTY,C,360,Argentina,NO,YES
AHS2015M,NATVTY9,NATVTY,C,361,Bolivia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,362,Brazil,NO,YES
AHS2015M,NATVTY9,NATVTY,C,363,Chile,NO,YES
AHS2015M,NATVTY9,NATVTY,C,364,Columbia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,365,Ecuador,NO,YES
AHS2015M,NATVTY9,NATVTY,C,368,Guyana,NO,YES
AHS2015M,NATVTY9,NATVTY,C,369,Paraguay,NO,YES
AHS2015M,NATVTY9,NATVTY,C,370,Peru,NO,YES
AHS2015M,NATVTY9,NATVTY,C,372,Uruguay,NO,YES
AHS2015M,NATVTY9,NATVTY,C,373,Venezuela,NO,YES
AHS2015M,NATVTY9,NATVTY,C,374,"South America, not specified",NO,YES
AHS2015M,NATVTY9,NATVTY,C,399,"Americas, not specified",NO,YES
AHS2015M,NATVTY9,NATVTY,C,400,Algeria,NO,YES
AHS2015M,NATVTY9,NATVTY,C,407,Cameroon,NO,YES
AHS2015M,NATVTY9,NATVTY,C,408,Cape Verde,NO,YES
AHS2015M,NATVTY9,NATVTY,C,412,Congo,NO,YES
AHS2015M,NATVTY9,NATVTY,C,414,Egypt,NO,YES
AHS2015M,NATVTY9,NATVTY,C,416,Ethiopia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,417,Eritrea,NO,YES
AHS2015M,NATVTY9,NATVTY,C,421,Ghana,NO,YES
AHS2015M,NATVTY9,NATVTY,C,423,Guinea,NO,YES
AHS2015M,NATVTY9,NATVTY,C,425,Ivory Coast,NO,YES
AHS2015M,NATVTY9,NATVTY,C,427,Kenya,NO,YES
AHS2015M,NATVTY9,NATVTY,C,429,Liberia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,430,Libya,NO,YES
AHS2015M,NATVTY9,NATVTY,C,436,Morocco,NO,YES
AHS2015M,NATVTY9,NATVTY,C,440,Nigeria,NO,YES
AHS2015M,NATVTY9,NATVTY,C,444,Senegal,NO,YES
AHS2015M,NATVTY9,NATVTY,C,447,Sierra Leone,NO,YES
AHS2015M,NATVTY9,NATVTY,C,448,Somalia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,449,South Africa,NO,YES
AHS2015M,NATVTY9,NATVTY,C,451,Sudan,NO,YES
AHS2015M,NATVTY9,NATVTY,C,453,Tanzania,NO,YES
AHS2015M,NATVTY9,NATVTY,C,454,Togo,NO,YES
AHS2015M,NATVTY9,NATVTY,C,457,Uganda,NO,YES
AHS2015M,NATVTY9,NATVTY,C,459,Zaire,NO,YES
AHS2015M,NATVTY9,NATVTY,C,460,Zambia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,461,Zimbabwe,NO,YES
AHS2015M,NATVTY9,NATVTY,C,462,"Africa, not specified",NO,YES
AHS2015M,NATVTY9,NATVTY,C,501,Australia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,508,Fiji,NO,YES
AHS2015M,NATVTY9,NATVTY,C,511,Marshall Islands,NO,YES
AHS2015M,NATVTY9,NATVTY,C,512,Micronesia,NO,YES
AHS2015M,NATVTY9,NATVTY,C,515,New Zealand,NO,YES
AHS2015M,NATVTY9,NATVTY,C,523,Tonga,NO,YES
AHS2015M,NATVTY9,NATVTY,C,527,Samoa,NO,YES
AHS2015M,NATVTY9,NATVTY,C,555,Elsewhere,NO,YES
AHS2015M,NEARABAND,NEARABAND,C,1,Not more than one vandalized building,NO,YES
AHS2015M,NEARABAND,NEARABAND,C,2,More than one vandalized building,NO,YES
AHS2015M,NEARABAND,NEARABAND,C,3,There are no vandalized buildings,NO,YES
AHS2015M,NEARABAND,NEARABAND,C,4,No buildings nearby,NO,YES
AHS2015M,NEARABAND,NEARABAND,C,M,Not Reported,NO,YES
AHS2015M,NEARBARCL,NEARBARCL,C,1,Not more than one building with metal bars,NO,YES
AHS2015M,NEARBARCL,NEARBARCL,C,2,More than one building with metal bars,NO,YES
AHS2015M,NEARBARCL,NEARBARCL,C,3,No buildings with bars,NO,YES
AHS2015M,NEARBARCL,NEARBARCL,C,M,Not Reported,NO,YES
AHS2015M,NEARTRASH,NEARTRASH,C,1,Small amount of trash,NO,YES
AHS2015M,NEARTRASH,NEARTRASH,C,2,Large amount of trash,NO,YES
AHS2015M,NEARTRASH,NEARTRASH,C,3,No trash,NO,YES
AHS2015M,NEARTRASH,NEARTRASH,C,M,Not Reported,NO,YES
AHS2015M,NHQPCRIME,NHQPCRIME,C,1,Agree,NO,YES
AHS2015M,NHQPCRIME,NHQPCRIME,C,2,Disagree,NO,YES
AHS2015M,NHQPCRIME,NHQPCRIME,C,M,Not Reported,NO,YES
AHS2015M,NHQPUBTRN,NHQPUBTRN,C,1,Agree,NO,YES
AHS2015M,NHQPUBTRN,NHQPUBTRN,C,2,Disagree,NO,YES
AHS2015M,NHQPUBTRN,NHQPUBTRN,C,M,Not Reported,NO,YES
AHS2015M,NHQRISK,NHQRISK,C,1,Agree,NO,YES
AHS2015M,NHQRISK,NHQRISK,C,2,Disagree,NO,YES
AHS2015M,NHQRISK,NHQRISK,C,M,Not Reported,NO,YES
AHS2015M,NHQSCHOOL,NHQSCHOOL,C,1,Agree,NO,YES
AHS2015M,NHQSCHOOL,NHQSCHOOL,C,2,Disagree,NO,YES
AHS2015M,NHQSCHOOL,NHQSCHOOL,C,M,Not Reported,NO,YES
AHS2015M,NHQSCRIME,NHQSCRIME,C,1,Agree,NO,YES
AHS2015M,NHQSCRIME,NHQSCRIME,C,2,Disagree,NO,YES
AHS2015M,NHQSCRIME,NHQSCRIME,C,M,Not Reported,NO,YES
AHS2015M,NORC,NORC,C,1,Yes,NO,YES
AHS2015M,NORC,NORC,C,2,No,NO,YES
AHS2015M,NORC,NORC,C,M,Not Reported,NO,YES
AHS2015M,NORC,NORC,C,N,Not Applicable,NO,YES
AHS2015M,NOSTEP,NOSTEP,C,1,Yes,NO,YES
AHS2015M,NOSTEP,NOSTEP,C,2,No,NO,YES
AHS2015M,NOSTEP,NOSTEP,C,M,Not Reported,NO,YES
AHS2015M,NOTOIL,NOTOIL,C,1,Yes,NO,YES
AHS2015M,NOTOIL,NOTOIL,C,2,No,NO,YES
AHS2015M,NOTOIL,NOTOIL,C,M,Not Reported,NO,YES
AHS2015M,NOTOIL,NOTOIL,C,N,Not Applicable,NO,YES
AHS2015M,NOTOILFREQ,NOTOILFREQ,N,0,Never broke down for 6 hours,NO,YES
AHS2015M,NOTOILFREQ,NOTOILFREQ,N,8,Eight or more breakdowns lasting 6 hours or more,NO,YES
AHS2015M,NOTOILFREQ,NOTOILFREQ,N,.M,Not Reported,NO,YES
AHS2015M,NOTOILFREQ,NOTOILFREQ,N,.N,Not Applicable,NO,YES
AHS2015M,NOWAT,NOWAT,C,1,Yes,NO,YES
AHS2015M,NOWAT,NOWAT,C,2,No,NO,YES
AHS2015M,NOWAT,NOWAT,C,M,Not Reported,NO,YES
AHS2015M,NOWAT,NOWAT,C,N,Not Applicable,NO,YES
AHS2015M,NOWATFREQ,NOWATFREQ,C,0,Never broke down for 6 hours,NO,YES
AHS2015M,NOWATFREQ,NOWATFREQ,C,8,Eight or more breakdowns lasting 6 hours or more,NO,YES
AHS2015M,NOWATFREQ,NOWATFREQ,C,M,Not Reported,NO,YES
AHS2015M,NOWATFREQ,NOWATFREQ,C,N,Not Applicable,NO,YES
AHS2015M,NOWIRE,NOWIRE,C,1,Concealed,NO,YES
AHS2015M,NOWIRE,NOWIRE,C,2,Exposed,NO,YES
AHS2015M,NOWIRE,NOWIRE,C,3,No electrical wiring,NO,YES
AHS2015M,NOWIRE,NOWIRE,C,N,Not Applicable,NO,YES
AHS2015M,NRATE,NRATE,C,1,Better,NO,YES
AHS2015M,NRATE,NRATE,C,2,Worse,NO,YES
AHS2015M,NRATE,NRATE,C,3,About the same,NO,YES
AHS2015M,NRATE,NRATE,C,4,Same neighborhood,NO,YES
AHS2015M,NRATE,NRATE,C,M,Not Reported,NO,YES
AHS2015M,NRATE,NRATE,C,N,Not Applicable,NO,YES
AHS2015M,NUMCARE,NUMCARE,C,1,No one has this disability,NO,YES
AHS2015M,NUMCARE,NUMCARE,C,2,One person has this disability,NO,YES
AHS2015M,NUMCARE,NUMCARE,C,3,2 or more have this disability,NO,YES
AHS2015M,NUMCARE,NUMCARE,C,M,Not Reported,NO,YES
AHS2015M,NUMCARE,NUMCARE,C,N,Not Applicable,NO,YES
AHS2015M,NUMELDERS,NUMELDERS,N,30,30 or more people,NO,YES
AHS2015M,NUMELDERS,NUMELDERS,N,.N,Not Applicable,NO,YES
AHS2015M,NUMERRND,NUMERRND,C,1,No one has this disability,NO,YES
AHS2015M,NUMERRND,NUMERRND,C,2,One person has this disability,NO,YES
AHS2015M,NUMERRND,NUMERRND,C,3,2 or more have this disability,NO,YES
AHS2015M,NUMERRND,NUMERRND,C,M,Not Reported,NO,YES
AHS2015M,NUMERRND,NUMERRND,C,N,Not Applicable,NO,YES
AHS2015M,NUMHEAR,NUMHEAR,C,1,No one has this disability,NO,YES
AHS2015M,NUMHEAR,NUMHEAR,C,2,One person has this disability,NO,YES
AHS2015M,NUMHEAR,NUMHEAR,C,3,2 or more have this disability,NO,YES
AHS2015M,NUMHEAR,NUMHEAR,C,M,Not Reported,NO,YES
AHS2015M,NUMHEAR,NUMHEAR,C,N,Not Applicable,NO,YES
AHS2015M,NUMMEMRY,NUMMEMRY,C,1,No one has this disability,NO,YES
AHS2015M,NUMMEMRY,NUMMEMRY,C,2,One person has this disability,NO,YES
AHS2015M,NUMMEMRY,NUMMEMRY,C,3,2 or more have this disability,NO,YES
AHS2015M,NUMMEMRY,NUMMEMRY,C,M,Not Reported,NO,YES
AHS2015M,NUMMEMRY,NUMMEMRY,C,N,Not Applicable,NO,YES
AHS2015M,NUMNONREL,NUMNONREL,N,30,30 or more people,NO,YES
AHS2015M,NUMNONREL,NUMNONREL,N,.N,Not Applicable,NO,YES
AHS2015M,NUMPEOPLE,NUMPEOPLE,N,30,30 or more people,NO,YES
AHS2015M,NUMPEOPLE,NUMPEOPLE,N,.N,Not Applicable,NO,YES
AHS2015M,NUMSEE,NUMSEE,C,1,No one has this disability,NO,YES
AHS2015M,NUMSEE,NUMSEE,C,2,One person has this disability,NO,YES
AHS2015M,NUMSEE,NUMSEE,C,3,2 or more have this disability,NO,YES
AHS2015M,NUMSEE,NUMSEE,C,M,Not Reported,NO,YES
AHS2015M,NUMSEE,NUMSEE,C,N,Not Applicable,NO,YES
AHS2015M,NUMWALK,NUMWALK,C,1,No one has this disability,NO,YES
AHS2015M,NUMWALK,NUMWALK,C,2,One person has this disability,NO,YES
AHS2015M,NUMWALK,NUMWALK,C,3,2 or more have this disability,NO,YES
AHS2015M,NUMWALK,NUMWALK,C,M,Not Reported,NO,YES
AHS2015M,NUMWALK,NUMWALK,C,N,Not Applicable,NO,YES
AHS2015M,OCCAPRIL,OCCAPRIL,C,1,Yes,NO,YES
AHS2015M,OCCAPRIL,OCCAPRIL,C,2,No,NO,YES
AHS2015M,OCCAPRIL,OCCAPRIL,C,N,Not Applicable,NO,YES
AHS2015M,OCCAUGUST,OCCAUGUST,C,1,Yes,NO,YES
AHS2015M,OCCAUGUST,OCCAUGUST,C,2,No,NO,YES
AHS2015M,OCCAUGUST,OCCAUGUST,C,N,Not Applicable,NO,YES
AHS2015M,OCCDECEM,OCCDECEM,C,1,Yes,NO,YES
AHS2015M,OCCDECEM,OCCDECEM,C,2,No,NO,YES
AHS2015M,OCCDECEM,OCCDECEM,C,N,Not Applicable,NO,YES
AHS2015M,OCCFEBRU,OCCFEBRU,C,1,Yes,NO,YES
AHS2015M,OCCFEBRU,OCCFEBRU,C,2,No,NO,YES
AHS2015M,OCCFEBRU,OCCFEBRU,C,N,Not Applicable,NO,YES
AHS2015M,OCCJANUR,OCCJANUR,C,1,Yes,NO,YES
AHS2015M,OCCJANUR,OCCJANUR,C,2,No,NO,YES
AHS2015M,OCCJANUR,OCCJANUR,C,N,Not Applicable,NO,YES
AHS2015M,OCCJULY,OCCJULY,C,1,Yes,NO,YES
AHS2015M,OCCJULY,OCCJULY,C,2,No,NO,YES
AHS2015M,OCCJULY,OCCJULY,C,N,Not Applicable,NO,YES
AHS2015M,OCCJUNE,OCCJUNE,C,1,Yes,NO,YES
AHS2015M,OCCJUNE,OCCJUNE,C,2,No,NO,YES
AHS2015M,OCCJUNE,OCCJUNE,C,N,Not Applicable,NO,YES
AHS2015M,OCCMARCH,OCCMARCH,C,1,Yes,NO,YES
AHS2015M,OCCMARCH,OCCMARCH,C,2,No,NO,YES
AHS2015M,OCCMARCH,OCCMARCH,C,N,Not Applicable,NO,YES
AHS2015M,OCCMAY,OCCMAY,C,1,Yes,NO,YES
AHS2015M,OCCMAY,OCCMAY,C,2,No,NO,YES
AHS2015M,OCCMAY,OCCMAY,C,N,Not Applicable,NO,YES
AHS2015M,OCCNOVEM,OCCNOVEM,C,1,Yes,NO,YES
AHS2015M,OCCNOVEM,OCCNOVEM,C,2,No,NO,YES
AHS2015M,OCCNOVEM,OCCNOVEM,C,N,Not Applicable,NO,YES
AHS2015M,OCCOCTOB,OCCOCTOB,C,1,Yes,NO,YES
AHS2015M,OCCOCTOB,OCCOCTOB,C,2,No,NO,YES
AHS2015M,OCCOCTOB,OCCOCTOB,C,N,Not Applicable,NO,YES
AHS2015M,OCCSEPTEM,OCCSEPTEM,C,1,Yes,NO,YES
AHS2015M,OCCSEPTEM,OCCSEPTEM,C,2,No,NO,YES
AHS2015M,OCCSEPTEM,OCCSEPTEM,C,N,Not Applicable,NO,YES
AHS2015M,OCCYRRND,OCCYRRND,C,1,Yes,NO,YES
AHS2015M,OCCYRRND,OCCYRRND,C,2,No,NO,YES
AHS2015M,OCCYRRND,OCCYRRND,C,N,Not Applicable,NO,YES
AHS2015M,OILAMT,OILAMT,N,0,Unit does not use fuel oil,NO,YES
AHS2015M,OILAMT,OILAMT,N,1,Vacant home: billed separately,NO,YES
AHS2015M,OILAMT,OILAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condo fee, other fee, or othe",NO,YES
AHS2015M,OILAMT,OILAMT,N,3,Occupied or vacant home: provided free of charge,NO,YES
AHS2015M,OILAMT,OILAMT,N,833,$833 or more,NO,YES
AHS2015M,OILAMT,OILAMT,N,.N,Not Applicable,NO,YES
AHS2015M,OIP1,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP1,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP1,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP10,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP10,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP10,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP11,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP11,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP11,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP12,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP12,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP12,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP13,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP13,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP13,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP14,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP14,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP14,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP15,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP15,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP15,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP16,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP16,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP16,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP2,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP2,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP2,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP3,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP3,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP3,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP4,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP4,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP4,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP5,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP5,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP5,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP6,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP6,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP6,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP7,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP7,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP7,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP8,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP8,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP8,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OIP9,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2015M,OIP9,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2015M,OIP9,OIP,N,.N,Not Applicable,NO,YES
AHS2015M,OTHERAMT,OTHERAMT,N,0,Unit does not use other utility,NO,YES
AHS2015M,OTHERAMT,OTHERAMT,N,1,Vacant home: billed separately,NO,YES
AHS2015M,OTHERAMT,OTHERAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condo fee, other fee, or othe",NO,YES
AHS2015M,OTHERAMT,OTHERAMT,N,3,Occupied or vacant home: provided free of charge,NO,YES
AHS2015M,OTHERAMT,OTHERAMT,N,833,$833 or more,NO,YES
AHS2015M,OTHERAMT,OTHERAMT,N,.N,Not Applicable,NO,YES
AHS2015M,OUTLET,OUTLET,C,1,All,NO,YES
AHS2015M,OUTLET,OUTLET,C,2,Some,NO,YES
AHS2015M,OUTLET,OUTLET,C,3,None,NO,YES
AHS2015M,OUTLET,OUTLET,C,M,Not Reported,NO,YES
AHS2015M,OUTLET,OUTLET,C,N,Not Applicable,NO,YES
AHS2015M,OWNLOT,OWNLOT,C,1,Yes,NO,YES
AHS2015M,OWNLOT,OWNLOT,C,2,No,NO,YES
AHS2015M,OWNLOT,OWNLOT,C,M,Not Reported,NO,YES
AHS2015M,OWNLOT,OWNLOT,C,N,Not Applicable,NO,YES
AHS2015M,PAINTPEEL,PAINTPEEL,C,1,Yes,NO,YES
AHS2015M,PAINTPEEL,PAINTPEEL,C,2,No,NO,YES
AHS2015M,PAP1,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP1,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP1,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP10,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP10,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP10,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP11,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP11,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP11,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP12,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP12,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP12,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP13,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP13,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP13,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP14,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP14,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP14,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP15,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP15,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP15,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP16,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP16,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP16,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP2,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP2,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP2,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP3,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP3,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP3,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP4,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP4,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP4,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP5,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP5,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP5,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP6,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP6,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP6,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP7,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP7,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP7,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP8,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP8,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP8,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PAP9,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2015M,PAP9,PAP,N,99998,"$99,998",NO,YES
AHS2015M,PAP9,PAP,N,.N,Not Applicable,NO,YES
AHS2015M,PARTNER,PARTNER,C,0,No unmarried partner in household,NO,YES
AHS2015M,PARTNER,PARTNER,C,1,"Male householder, male partner",NO,YES
AHS2015M,PARTNER,PARTNER,C,2,"Male householder, female partner",NO,YES
AHS2015M,PARTNER,PARTNER,C,3,"Female householder, female partner",NO,YES
AHS2015M,PARTNER,PARTNER,C,4,"Female householder, male partner",NO,YES
AHS2015M,PASTHWHO1,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO1,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO1,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO1,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO10,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO10,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO10,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO10,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO11,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO11,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO11,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO11,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO12,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO12,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO12,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO12,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO13,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO13,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO13,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO13,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO14,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO14,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO14,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO14,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO15,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO15,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO15,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO15,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO16,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO16,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO16,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO16,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO2,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO2,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO2,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO2,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO3,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO3,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO3,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO3,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO4,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO4,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO4,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO4,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO5,PASTHWHO,C,1,Yes,NO,YES
AHS2015M,PASTHWHO5,PASTHWHO,C,2,No,NO,YES
AHS2015M,PASTHWHO5,PASTHWHO,C,M,Not Reported,NO,YES
AHS2015M,PASTHWHO5,PASTHWHO,C,N,Not Applicable,NO,YES
AHS2015M,PASTHWHO6,PASTHWHO,C,1,Yes,NO,YES
